restaurant_name,transaction_date,hour_of_day,day_of_week,review_date,rating,sentiment_score,sentiment_label,topic_label,tag_meal_type,tag_order_type,product_ordered,coffee_type,roast_type,size_kg,unit_price,profit,loyalty_customer,quantity,total_sale,total_profit
Fahrenheit Coffee,2026-02-10 08:00:00,8,Tuesday,2023-03-30,5,0.8074,positive,Atmosphere & ambience,Breakfast,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,Yes,1,3.88,0.3496
Fahrenheit Coffee,2023-01-27 10:00:00,10,Friday,2021-03-30,5,0.5859,positive,Wait time & efficiency,Breakfast,Dine-in,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,No,1,7.29,0.8019
Fahrenheit Coffee,2019-12-21 13:00:00,13,Saturday,2019-03-31,5,0.9191,positive,Atmosphere & ambience,Breakfast,Take out,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2019-11-25 09:00:00,9,Monday,2018-03-31,4,0.0,neutral,Specialty drinks,Brunch,Dine-in,Arabica Dark 2.5kg,Arabica,Dark,2.5,22.884999999999998,2.0596499999999995,No,2,45.77,4.1193
Fahrenheit Coffee,2019-11-16 13:00:00,13,Saturday,2023-03-30,5,0.5859,positive,Price & value,Afternoon snack,,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2021-08-09 15:00:00,15,Monday,2019-03-31,5,0.6249,positive,Poor service & strict rules,Lunch,Take out,Robusta Light 0.2kg,Robusta,Light,0.2,3.5849999999999995,0.21509999999999996,No,1,3.58,0.2151
Fahrenheit Coffee,2022-01-25 16:00:00,16,Tuesday,2018-03-31,4,0.0,neutral,Overall coffee experience,Lunch,Take out,Excelsa Dark 1.0kg,Excelsa,Dark,1.0,12.15,1.3365,No,1,12.15,1.3365
Fahrenheit Coffee,2023-09-10 07:00:00,7,Sunday,2017-03-31,5,0.0,neutral,Overall coffee experience,Breakfast,Take out,Liberica Medium 2.5kg,Liberica,Medium,2.5,33.464999999999996,4.3504499999999995,No,1,33.46,4.3504
Fahrenheit Coffee,2018-03-31 15:00:00,15,Saturday,2020-03-30,5,0.0,neutral,Food & pastry quality,Afternoon snack,Take out,Robusta Medium 0.2kg,Robusta,Medium,0.2,2.985,0.17909999999999998,Yes,1,2.98,0.1791
Fahrenheit Coffee,2021-09-23 08:00:00,8,Thursday,2026-02-27,5,0.9886,positive,Atmosphere & ambience,Afternoon snack,Delivery,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2021-03-16 13:00:00,13,Tuesday,2018-03-31,5,0.6369,positive,Food & pastry quality,Breakfast,Dine-in,Arabica Dark 1.0kg,Arabica,Dark,1.0,9.95,0.8954999999999999,No,1,9.95,0.8955
Fahrenheit Coffee,2026-01-11 09:00:00,9,Sunday,2018-03-31,5,0.0,neutral,Overall coffee experience,Afternoon snack,Dine-in,Liberica Light 0.2kg,Liberica,Light,0.2,4.755,0.61815,No,2,9.51,1.2363
Fahrenheit Coffee,2020-05-17 13:00:00,13,Sunday,2023-03-30,5,0.0,neutral,Price & value,Brunch,Dine-in,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,No,1,25.87,2.3287
Fahrenheit Coffee,2021-03-09 08:00:00,8,Tuesday,2023-03-30,5,0.9447,positive,Food & pastry quality,,Take out,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,Yes,1,3.38,0.3037
Fahrenheit Coffee,2018-09-14 13:00:00,13,Friday,2018-03-31,5,0.8377,positive,Poor service & strict rules,Breakfast,Dine-in,Liberica Medium 2.5kg,Liberica,Medium,2.5,33.464999999999996,4.3504499999999995,Yes,1,33.46,4.3504
Fahrenheit Coffee,2021-02-20 08:00:00,8,Saturday,2026-03-15,5,0.967,positive,Overall coffee experience,Breakfast,Dine-in,Excelsa Medium 0.5kg,Excelsa,Medium,0.5,8.25,0.9075,Yes,2,16.5,1.815
Fahrenheit Coffee,2020-06-16 08:00:00,8,Tuesday,2025-03-29,5,0.0,neutral,Poor service & strict rules,Breakfast,Delivery,Excelsa Medium 1.0kg,Excelsa,Medium,1.0,13.75,1.5125,Yes,1,13.75,1.5125
Fahrenheit Coffee,2025-07-19 12:00:00,12,Saturday,2018-03-31,5,0.0,neutral,Price & value,Breakfast,Dine-in,Excelsa Medium 0.2kg,Excelsa,Medium,0.2,4.125,0.45375,No,1,4.12,0.4538
Fahrenheit Coffee,2022-11-06 09:00:00,9,Sunday,2021-03-30,5,0.6249,positive,Overall coffee experience,Breakfast,Take out,Robusta Medium 2.5kg,Robusta,Medium,2.5,22.884999999999998,1.3730999999999998,No,1,22.88,1.3731
Fahrenheit Coffee,2020-07-18 13:00:00,13,Saturday,2025-03-29,5,0.0,neutral,Food & pastry quality,Lunch,Dine-in,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,Yes,1,8.91,0.9801
Fahrenheit Coffee,2018-03-02 13:00:00,13,Friday,2024-03-29,5,0.0,neutral,Overall coffee experience,Brunch,Take out,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,No,1,3.64,0.401
Fahrenheit Coffee,2026-03-11 12:00:00,12,Wednesday,2024-03-29,5,0.0,neutral,Specialty drinks,Brunch,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,Yes,1,3.88,0.3496
Fahrenheit Coffee,2021-07-04 14:00:00,14,Sunday,2023-03-30,5,0.9298,positive,Overall coffee experience,Lunch,Take out,Robusta Light 0.2kg,Robusta,Light,0.2,3.5849999999999995,0.21509999999999996,Yes,2,7.17,0.4302
Fahrenheit Coffee,2023-01-28 15:00:00,15,Saturday,2024-03-29,4,0.0,neutral,Poor service & strict rules,Afternoon snack,Take out,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2024-07-19 17:00:00,17,Friday,2018-03-31,5,0.9504,positive,Price & value,Afternoon snack,Dine-in,Excelsa Dark 2.5kg,Excelsa,Dark,2.5,27.945,3.07395,No,3,83.84,9.2218
Fahrenheit Coffee,2017-07-05 07:00:00,7,Wednesday,2018-03-31,5,0.0,neutral,Wait time & efficiency,Lunch,Take out,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,No,1,3.64,0.401
Fahrenheit Coffee,2018-12-22 12:00:00,12,Saturday,2023-03-30,5,0.8225,positive,Overall coffee experience,Breakfast,Dine-in,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,Yes,1,8.91,0.9801
Fahrenheit Coffee,2022-11-25 14:00:00,14,Friday,2025-03-29,4,0.9142,positive,Atmosphere & ambience,Breakfast,Dine-in,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2022-03-17 08:00:00,8,Thursday,2024-03-29,5,0.0,neutral,Overall coffee experience,Lunch,Take out,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,Yes,1,7.29,0.8019
Fahrenheit Coffee,2021-08-19 09:00:00,9,Thursday,2018-03-31,5,0.807,positive,Specialty drinks,Lunch,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,No,2,7.77,0.6993
Fahrenheit Coffee,2025-05-21 09:00:00,9,Wednesday,2018-03-31,5,0.8955,positive,Atmosphere & ambience,Breakfast,Dine-in,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2021-11-19 12:00:00,12,Friday,2018-03-31,5,0.9061,positive,Overall coffee experience,Brunch,Take out,Liberica Light 0.2kg,Liberica,Light,0.2,4.755,0.61815,No,2,9.51,1.2363
Fahrenheit Coffee,2019-02-14 09:00:00,9,Thursday,2019-03-31,5,0.0,neutral,Price & value,Brunch,Take out,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,No,1,8.91,0.9801
Fahrenheit Coffee,2025-11-06 13:00:00,13,Thursday,2020-03-30,4,0.6288,positive,Atmosphere & ambience,Lunch,Dine-in,Excelsa Medium 0.5kg,Excelsa,Medium,0.5,8.25,0.9075,No,1,8.25,0.9075
Fahrenheit Coffee,2017-05-05 12:00:00,12,Friday,2017-03-31,4,0.6249,positive,Atmosphere & ambience,Breakfast,Dine-in,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2023-07-09 13:00:00,13,Sunday,2019-03-31,5,0.4404,positive,Poor service & strict rules,Breakfast,Dine-in,Arabica Dark 2.5kg,Arabica,Dark,2.5,22.884999999999998,2.0596499999999995,Yes,1,22.88,2.0596
Fahrenheit Coffee,2022-11-13 08:00:00,8,Sunday,2025-03-29,5,0.0,neutral,Price & value,Brunch,Dine-in,Robusta Light 1.0kg,Robusta,Light,1.0,11.95,0.717,No,1,11.95,0.717
Fahrenheit Coffee,2021-09-19 15:00:00,15,Sunday,2025-03-29,5,0.8999,positive,Overall coffee experience,Breakfast,Take out,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,No,2,7.77,0.6993
Fahrenheit Coffee,2017-10-25 13:00:00,13,Wednesday,2020-03-30,3,0.7783,positive,Overall coffee experience,,Take out,Excelsa Medium 0.5kg,Excelsa,Medium,0.5,8.25,0.9075,Yes,1,8.25,0.9075
Fahrenheit Coffee,2026-03-12 08:00:00,8,Thursday,2021-03-30,5,0.0,neutral,Poor service & strict rules,Breakfast,Dine-in,Arabica Dark 0.5kg,Arabica,Dark,0.5,5.97,0.5373,Yes,1,5.97,0.5373
Fahrenheit Coffee,2019-03-10 08:00:00,8,Sunday,2021-03-30,5,0.0,neutral,Loyalty & regulars,Afternoon snack,Dine-in,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2024-08-11 09:00:00,9,Sunday,2018-03-31,5,0.9198,positive,Overall coffee experience,Lunch,Take out,Robusta Light 0.2kg,Robusta,Light,0.2,3.5849999999999995,0.21509999999999996,Yes,1,3.58,0.2151
Fahrenheit Coffee,2023-05-16 18:00:00,18,Tuesday,2020-03-30,5,0.0,neutral,Price & value,Breakfast,Take out,Liberica Dark 0.2kg,Liberica,Dark,0.2,3.885,0.50505,No,2,7.77,1.0101
Fahrenheit Coffee,2020-10-08 09:00:00,9,Thursday,2020-03-30,5,0.7897,positive,Overall coffee experience,Lunch,Dine-in,Excelsa Medium 0.5kg,Excelsa,Medium,0.5,8.25,0.9075,No,1,8.25,0.9075
Fahrenheit Coffee,2020-04-19 07:00:00,7,Sunday,2017-03-31,4,0.9422,positive,Atmosphere & ambience,Breakfast,Take out,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2024-09-28 08:00:00,8,Saturday,2019-03-31,5,0.6249,positive,Poor service & strict rules,Lunch,Take out,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,No,1,3.38,0.3037
Fahrenheit Coffee,2025-08-20 07:00:00,7,Wednesday,2018-03-31,4,0.0,neutral,Price & value,Brunch,Dine-in,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,No,3,10.94,1.2029
Fahrenheit Coffee,2020-09-01 10:00:00,10,Tuesday,2019-03-31,5,0.6369,positive,Food & pastry quality,Breakfast,Take out,Robusta Dark 0.2kg,Robusta,Dark,0.2,2.6849999999999996,0.16109999999999997,No,1,2.68,0.1611
Fahrenheit Coffee,2018-09-27 15:00:00,15,Thursday,2018-03-31,5,0.967,positive,Overall coffee experience,Lunch,Take out,Arabica Dark 1.0kg,Arabica,Dark,1.0,9.95,0.8954999999999999,Yes,2,19.9,1.791
Fahrenheit Coffee,2017-10-25 10:00:00,10,Wednesday,2018-03-31,5,0.6696,positive,Overall coffee experience,,Dine-in,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,Yes,1,6.75,0.6075
Fahrenheit Coffee,2021-02-06 16:00:00,16,Saturday,2020-03-30,5,0.836,positive,Overall coffee experience,Lunch,Take out,Excelsa Dark 2.5kg,Excelsa,Dark,2.5,27.945,3.07395,No,1,27.94,3.074
Fahrenheit Coffee,2022-06-09 07:00:00,7,Thursday,2025-11-29,5,0.0,neutral,Loyalty & regulars,Lunch,Dine-in,Liberica Dark 0.5kg,Liberica,Dark,0.5,7.77,1.0101,No,2,15.54,2.0202
Fahrenheit Coffee,2026-02-02 10:00:00,10,Monday,2017-03-31,4,0.6114,positive,Food & pastry quality,Breakfast,Take out,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,2,13.5,1.215
Fahrenheit Coffee,2021-10-14 15:00:00,15,Thursday,2019-03-31,5,0.0,neutral,Food & pastry quality,,Dine-in,Arabica Light 1.0kg,Arabica,Light,1.0,12.95,1.1655,Yes,1,12.95,1.1655
Fahrenheit Coffee,2019-08-28 13:00:00,13,Wednesday,2019-03-31,5,0.9453,positive,Specialty drinks,Lunch,Dine-in,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2021-11-28 16:00:00,16,Sunday,2019-03-31,5,0.9449,positive,Specialty drinks,Afternoon snack,Take out,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,No,2,51.75,4.6575
Fahrenheit Coffee,2020-01-01 09:00:00,9,Wednesday,2020-03-30,5,0.4404,positive,Atmosphere & ambience,,Take out,Arabica Light 1.0kg,Arabica,Light,1.0,12.95,1.1655,Yes,1,12.95,1.1655
Fahrenheit Coffee,2020-12-25 11:00:00,11,Friday,2025-03-29,5,0.8957,positive,Price & value,Brunch,Take out,Arabica Medium 1.0kg,Arabica,Medium,1.0,11.25,1.0125,No,1,11.25,1.0125
Fahrenheit Coffee,2018-06-23 13:00:00,13,Saturday,2024-03-29,5,0.0,neutral,Atmosphere & ambience,Afternoon snack,Take out,Arabica Light 2.5kg,Arabica,Light,2.5,29.784999999999997,2.6806499999999995,No,1,29.78,2.6806
Fahrenheit Coffee,2025-03-18 08:00:00,8,Tuesday,2025-03-29,2,-0.1085,negative,Overall coffee experience,Afternoon snack,Dine-in,Arabica Dark 1.0kg,Arabica,Dark,1.0,9.95,0.8954999999999999,No,1,9.95,0.8955
Fahrenheit Coffee,2021-09-27 15:00:00,15,Monday,2025-03-29,2,0.4404,positive,Food & pastry quality,Brunch,Dine-in,Robusta Medium 0.2kg,Robusta,Medium,0.2,2.985,0.17909999999999998,No,1,2.98,0.1791
Fahrenheit Coffee,2023-10-10 09:00:00,9,Tuesday,2020-03-30,5,0.6369,positive,Loyalty & regulars,,Take out,Robusta Light 1.0kg,Robusta,Light,1.0,11.95,0.717,No,1,11.95,0.717
Fahrenheit Coffee,2025-10-15 07:00:00,7,Wednesday,2018-03-31,5,0.0,neutral,Overall coffee experience,,Dine-in,Excelsa Light 2.5kg,Excelsa,Light,2.5,34.154999999999994,3.7570499999999996,No,1,34.15,3.757
Fahrenheit Coffee,2019-08-18 15:00:00,15,Sunday,2026-03-25,4,0.0,neutral,Price & value,Afternoon snack,Take out,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,Yes,1,25.87,2.3287
Fahrenheit Coffee,2018-02-25 13:00:00,13,Sunday,2025-05-03,5,0.988,positive,Overall coffee experience,Afternoon snack,Dine-in,Excelsa Medium 0.5kg,Excelsa,Medium,0.5,8.25,0.9075,No,2,16.5,1.815
Fahrenheit Coffee,2022-09-25 17:00:00,17,Sunday,2019-03-31,5,0.0,neutral,Food & pastry quality,Breakfast,Dine-in,Excelsa Medium 2.5kg,Excelsa,Medium,2.5,31.624999999999996,3.47875,No,1,31.62,3.4788
Fahrenheit Coffee,2018-06-29 17:00:00,17,Friday,2019-03-31,5,0.0,neutral,Atmosphere & ambience,Brunch,Take out,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,No,2,14.58,1.6038
Fahrenheit Coffee,2020-09-19 09:00:00,9,Saturday,2018-03-31,5,0.0,neutral,Atmosphere & ambience,,Take out,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,Yes,1,6.75,0.6075
Fahrenheit Coffee,2019-03-30 13:00:00,13,Saturday,2020-03-30,5,0.7405,positive,Food & pastry quality,Lunch,Dine-in,Arabica Medium 1.0kg,Arabica,Medium,1.0,11.25,1.0125,No,1,11.25,1.0125
Fahrenheit Coffee,2017-06-18 20:00:00,20,Sunday,2020-03-30,5,0.0,neutral,Overall coffee experience,Lunch,Take out,Liberica Light 0.5kg,Liberica,Light,0.5,9.51,1.2363,No,1,9.51,1.2363
Fahrenheit Coffee,2019-06-11 08:00:00,8,Tuesday,2018-03-31,4,0.9869,positive,Poor service & strict rules,Brunch,Dine-in,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,No,1,3.38,0.3037
Fahrenheit Coffee,2021-07-16 10:00:00,10,Friday,2020-03-30,5,0.9761,positive,Overall coffee experience,Brunch,Take out,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,Yes,1,7.77,0.6993
Fahrenheit Coffee,2018-06-07 17:00:00,17,Thursday,2018-03-31,5,0.8481,positive,Food & pastry quality,Breakfast,Dine-in,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2018-03-27 08:00:00,8,Tuesday,2025-08-31,1,0.9287,positive,Poor service & strict rules,Breakfast,Dine-in,Liberica Light 0.2kg,Liberica,Light,0.2,4.755,0.61815,Yes,1,4.76,0.6182
Fahrenheit Coffee,2023-01-06 18:00:00,18,Friday,2022-03-30,1,-0.8351,negative,Overall coffee experience,Brunch,Take out,Excelsa Light 1.0kg,Excelsa,Light,1.0,14.85,1.6335,No,1,14.85,1.6335
Fahrenheit Coffee,2024-09-15 11:00:00,11,Sunday,2025-03-29,5,0.8316,positive,Overall coffee experience,Lunch,,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,No,1,25.87,2.3287
Fahrenheit Coffee,2022-11-04 17:00:00,17,Friday,2025-03-29,2,-0.4939,negative,Poor service & strict rules,,Dine-in,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,Yes,2,7.29,0.8019
Fahrenheit Coffee,2022-07-31 12:00:00,12,Sunday,2020-03-30,5,0.0,neutral,Atmosphere & ambience,Afternoon snack,Delivery,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,No,1,8.91,0.9801
Fahrenheit Coffee,2019-01-19 13:00:00,13,Saturday,2024-03-29,5,0.0,neutral,Atmosphere & ambience,Breakfast,Dine-in,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2020-04-30 15:00:00,15,Thursday,2023-03-30,5,0.7351,positive,Poor service & strict rules,Lunch,Dine-in,Robusta Light 0.2kg,Robusta,Light,0.2,3.5849999999999995,0.21509999999999996,No,1,3.58,0.2151
Fahrenheit Coffee,2017-04-06 07:00:00,7,Thursday,2019-03-31,5,0.8588,positive,Food & pastry quality,Lunch,Dine-in,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2026-01-08 12:00:00,12,Thursday,2020-03-30,4,0.0,neutral,Atmosphere & ambience,Lunch,Dine-in,Excelsa Medium 2.5kg,Excelsa,Medium,2.5,31.624999999999996,3.47875,No,1,31.62,3.4788
Fahrenheit Coffee,2025-09-14 18:00:00,18,Sunday,2025-03-29,2,-0.4927,negative,Food & pastry quality,Brunch,Dine-in,Liberica Dark 2.5kg,Liberica,Dark,2.5,29.784999999999997,3.8720499999999998,No,1,29.78,3.872
Fahrenheit Coffee,2017-11-14 19:00:00,19,Tuesday,2018-03-31,5,0.6696,positive,Overall coffee experience,,Dine-in,Liberica Medium 1.0kg,Liberica,Medium,1.0,14.55,1.8915000000000002,Yes,1,14.55,1.8915
Fahrenheit Coffee,2017-04-13 19:00:00,19,Thursday,2018-03-31,5,0.0,neutral,Overall coffee experience,Breakfast,Take out,Liberica Medium 1.0kg,Liberica,Medium,1.0,14.55,1.8915000000000002,No,1,14.55,1.8915
Fahrenheit Coffee,2022-09-03 13:00:00,13,Saturday,2023-03-30,5,0.2401,positive,Atmosphere & ambience,Breakfast,Dine-in,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2024-07-01 12:00:00,12,Monday,2023-03-30,5,0.0,neutral,Overall coffee experience,Afternoon snack,Take out,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,No,1,3.64,0.401
Fahrenheit Coffee,2022-04-12 12:00:00,12,Tuesday,2017-03-31,5,0.4391,positive,Atmosphere & ambience,Lunch,Dine-in,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,No,2,7.29,0.8019
Fahrenheit Coffee,2018-11-21 12:00:00,12,Wednesday,2025-05-03,4,0.0,neutral,Food & pastry quality,Afternoon snack,Dine-in,Liberica Dark 1.0kg,Liberica,Dark,1.0,12.95,1.6835,No,1,12.95,1.6835
Fahrenheit Coffee,2018-03-13 12:00:00,12,Tuesday,2023-03-30,5,0.8316,positive,Price & value,Breakfast,Dine-in,Robusta Medium 0.2kg,Robusta,Medium,0.2,2.985,0.17909999999999998,Yes,1,2.98,0.1791
Fahrenheit Coffee,2018-09-12 07:00:00,7,Wednesday,2021-03-30,4,0.8898,positive,Overall coffee experience,Lunch,,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,Yes,1,7.77,0.6993
Fahrenheit Coffee,2024-09-29 07:00:00,7,Sunday,2017-03-31,3,0.0,neutral,Price & value,,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,Yes,1,3.88,0.3496
Fahrenheit Coffee,2025-12-23 12:00:00,12,Tuesday,2019-03-31,5,0.7455,positive,Poor service & strict rules,Brunch,Take out,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,Yes,1,3.38,0.3037
Fahrenheit Coffee,2025-10-04 09:00:00,9,Saturday,2018-03-31,5,0.6249,positive,Overall coffee experience,Breakfast,,Robusta Dark 2.5kg,Robusta,Dark,2.5,20.584999999999997,1.2350999999999999,No,1,20.58,1.2351
Fahrenheit Coffee,2024-07-31 09:00:00,9,Wednesday,2018-03-31,5,0.0,neutral,Wait time & efficiency,Brunch,Take out,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,No,1,8.91,0.9801
Fahrenheit Coffee,2021-02-18 08:00:00,8,Thursday,2021-03-30,5,0.0,neutral,Overall coffee experience,Breakfast,Dine-in,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,Yes,1,7.29,0.8019
Fahrenheit Coffee,2017-04-02 15:00:00,15,Sunday,2019-03-31,5,0.935,positive,Atmosphere & ambience,Afternoon snack,Dine-in,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,No,1,3.38,0.3037
Fahrenheit Coffee,2023-01-09 19:00:00,19,Monday,2018-03-31,1,0.3818,positive,Overall coffee experience,Lunch,Take out,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,Yes,1,2.98,0.2686
Fahrenheit Coffee,2024-07-23 12:00:00,12,Tuesday,2023-03-30,5,0.8316,positive,Atmosphere & ambience,Breakfast,Take out,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2021-10-26 18:00:00,18,Tuesday,2017-03-31,5,0.0,neutral,Overall coffee experience,Brunch,Dine-in,Excelsa Dark 2.5kg,Excelsa,Dark,2.5,27.945,3.07395,No,1,27.94,3.074
Fahrenheit Coffee,2024-06-22 17:00:00,17,Saturday,2024-03-29,5,0.0,neutral,Overall coffee experience,Breakfast,Dine-in,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,No,1,8.91,0.9801
Fahrenheit Coffee,2020-10-20 08:00:00,8,Tuesday,2023-03-30,5,0.9166,positive,Food & pastry quality,Brunch,Take out,Robusta Medium 0.2kg,Robusta,Medium,0.2,2.985,0.17909999999999998,Yes,2,5.97,0.3582
Fahrenheit Coffee,2020-09-05 08:00:00,8,Saturday,2018-03-31,5,0.0,neutral,Wait time & efficiency,Lunch,Take out,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,No,2,10.74,0.6444
Fahrenheit Coffee,2017-09-29 08:00:00,8,Friday,2017-03-31,5,0.0,neutral,Overall coffee experience,Afternoon snack,Dine-in,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,No,1,5.37,0.3222
Fahrenheit Coffee,2020-12-22 07:00:00,7,Tuesday,2019-03-31,5,0.8885,positive,Atmosphere & ambience,Breakfast,Take out,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,No,1,25.87,2.3287
Fahrenheit Coffee,2022-10-01 12:00:00,12,Saturday,2025-03-29,5,0.0,neutral,Overall coffee experience,Afternoon snack,Take out,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,Yes,2,13.5,1.215
Fahrenheit Coffee,2023-11-22 09:00:00,9,Wednesday,2020-03-30,3,0.0,neutral,Overall coffee experience,Breakfast,Take out,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2025-07-31 17:00:00,17,Thursday,2025-03-29,5,0.8885,positive,Overall coffee experience,,Take out,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,No,1,25.87,2.3287
Fahrenheit Coffee,2019-03-10 12:00:00,12,Sunday,2020-03-30,4,0.0,neutral,Overall coffee experience,Lunch,Take out,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,No,1,5.37,0.3222
Fahrenheit Coffee,2021-10-08 09:00:00,9,Friday,2019-03-31,5,0.0,neutral,Wait time & efficiency,Brunch,Dine-in,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2020-09-17 20:00:00,20,Thursday,2018-03-31,5,0.0,neutral,Overall coffee experience,Breakfast,Take out,Liberica Dark 0.5kg,Liberica,Dark,0.5,7.77,1.0101,No,1,7.77,1.0101
Fahrenheit Coffee,2018-03-02 18:00:00,18,Friday,2019-03-31,5,0.0,neutral,Overall coffee experience,Brunch,Take out,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,No,2,10.74,0.6444
Fahrenheit Coffee,2020-07-08 15:00:00,15,Wednesday,2018-03-31,5,0.0,neutral,Overall coffee experience,Breakfast,Take out,Robusta Medium 2.5kg,Robusta,Medium,2.5,22.884999999999998,1.3730999999999998,Yes,2,45.77,2.7462
Fahrenheit Coffee,2025-01-22 15:00:00,15,Wednesday,2023-03-30,5,0.2401,positive,Atmosphere & ambience,Breakfast,Dine-in,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,Yes,1,7.29,0.8019
